X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,ACCLASS,LEVEL,INVTYPE,TYPE,INVAGE,INJURY,condition,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND
-79.570819,43.69158,80237344,5000706229,2015,"April 29, 2015",40,0,MARTIN GROVE RD,DIXON RD, ,Major Arterial,43.69158,-79.570819,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.445163,43.792533,7863370,1375428,2013,"September 16, 2013",130,1,STEELES AVE W,BATHURST ST, ,Major Arterial,43.792533,-79.445163,Mid-Block, ,No Control,Rain,Fatal,fatal,Pedestrian,pedestrian,20 to 24,Fatal,killed, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Unknown, , , 
-79.24489,43.743645,5861221,1144191,2009,"December 26, 2009",132,1,1340 DANFORTH Rd, , ,Major Arterial,43.743645,-79.24489,Mid-Block, ,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , 
-79.385516,43.648795,80623083,3001129731,2013,"December 11, 2013",135,1,UNIVERSITY AVE,ADELAIDE ST W, ,Major Arterial,43.648795,-79.385516,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,unknown,Major,severely injured,"Automobile, Station Wagon", , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking, , , 
-79.433177,43.64363,80918084,7002045766,2017,"November 12, 2017",138,1,BROCK AVE,SEAFORTH  AVE,21 m North of,Collector,43.64363,-79.433177,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured, , , , ,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Had Been Drinking, , , 
-79.312587,43.667243,7817617,1355791,2013,"May 12, 2013",139,1,QUEEN ST E,EASTERN AVE, ,Major Arterial,43.667243,-79.312587,Intersection,At Intersection,Traffic Signal,Rain,Fatal,fatal,Pedestrian,pedestrian,60 to 64,Fatal,killed, , , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Other,Unknown, , , 
-79.425868,43.703265,80929712,8000172626,2018,"January 28, 2018",140,1,BATHURST ST,RIDGE HILL DR, ,Major Arterial,43.703265,-79.425868,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,"Ability Impaired, Alcohol", , , 
-79.40899,43.656245,5444719,1075854,2008,"November 23, 2008",145,1,COLLEGE ST,MARKHAM ST, ,Major Arterial,43.656245,-79.40899,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.40069,43.706245,7477448,1320584,2012,"October 12, 2012",145,1,EGLINTON AVE W,HENNING AVE, ,Major Arterial,43.706245,-79.40069,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off School Bus,Had Been Drinking, , , 
-79.527904,43.620642,80499149,6000307200,2016,"February 21, 2016",147,1,THE QUEENSWAY K,KIPLING AVE,81 m West of,Major Arterial,43.620642,-79.527904,Mid-Block,At/Near Private Drive,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.527904,43.620642,80499150,6000307200,2016,"February 21, 2016",147,1,THE QUEENSWAY K,KIPLING AVE,81 m West of,Major Arterial,43.620642,-79.527904,Mid-Block,At/Near Private Drive,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.500247,43.620661,80945372,8001076637,2018,"June 14, 2018",154,1,ROYAL YORK RD,ALGOMA ST,25 m South of,Minor Arterial,43.620661,-79.500247,Intersection,Intersection Related,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured, , , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Other,Had Been Drinking, , , 
-79.47869,43.682845,6253695,1172906,2010,"June 11, 2010",155,1,WESTON RD,PORTER AVE, ,Major Arterial,43.682845,-79.47869,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.38899,43.656345,7645162,1301986,2012,"June 28, 2012",155,1,UNIVERSITY AVE,ELM ST, ,Major Arterial,43.656345,-79.38899,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Other,Unknown
-79.374339,43.662905,80242116,5001034900,2015,"June 20, 2015",155,1,CARLTON ST,HOMEWOOD AVE, ,Minor Arterial,43.662905,-79.374339,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,40 to 44,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Had Been Drinking
-79.52499,43.755745,7793638,1345604,2013,"March 10, 2013",10,0,FINCH AVE W,OAKDALE RD, ,Major Arterial,43.755745,-79.52499,Mid-Block,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , 
-79.22665,43.80511,80775045,7000589620,2017,"April 4, 2017",10,0,MCLEVIN AVE,TAPSCOTT RD, ,Minor Arterial,43.80511,-79.22665,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.60696,43.742911,80945719,8001118177,2018,"June 20, 2018",12,0,HWY 27 N,ALBION RD,158 m South of,Major Arterial,43.742911,-79.60696,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.39979,43.657445,6205163,1195510,2010,"September 12, 2010",14,0,SPADINA AVE,OXFORD ST, ,Major Arterial,43.657445,-79.39979,Mid-Block, ,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,55 to 59,Major,severely injured,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive, , , 
-79.55599,43.716945,6710484,1269063,2011,"October 7, 2011",14,0,ISLINGTON AVE,BERGAMOT AVE, ,Major Arterial,43.716945,-79.55599,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.229785,43.77117,80905056,7001909817,2017,"October 22, 2017",14,0,MARKHAM  RD,PANDORA CRCL,100 m North of,Major Arterial,43.77117,-79.229785,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking, , , 
-79.402889,43.656546,6226308,1204248,2010,"November 7, 2010",15,0,AUGUSTA AVE,COLLEGE ST, ,Collector,43.656546,-79.402889,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.38499,43.644745,7416203,1294734,2012,"March 28, 2012",15,0,FRONT Stre W,SIMCOE Stre, ,Minor Arterial,43.644745,-79.38499,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.319248,43.741103,80252574,5001740465,2015,"October 9, 2015",15,0,1244 LAWRENCE, , ,Major Arterial,43.741103,-79.319248,Intersection,At/Near Private Drive,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown, , , 
-79.425723,43.758208,80512450,6000781338,2016,"May 7, 2016",15,0,SHEPPARD AVE W,EASTON RD,14 m East of,Major Arterial,43.758208,-79.425723,Intersection,Intersection Related,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , 
-79.486064,43.694541,80622703,3000108221,2013,"December 2, 2013",20,0,BLACK CREEK DR,TRETHEWEY DR, ,Major Arterial,43.694541,-79.486064,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,10 to 14,Major,severely injured, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.349185,43.659014,80491752,5001875429,2015,"November 1, 2015",155,1,QUEEN ST E,BROADVIEW AVE,49 m East of,Minor Arterial,43.659014,-79.349185,Mid-Block,Non Intersection,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured, , , , ,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Had Been Drinking, , , 
-79.455058,43.694552,80942181,7000981173,2017,"June 3, 2017",156,1,EGLINTON AVE W,MIRANDA AVE,25 m East of,Major Arterial,43.694552,-79.455058,Intersection,Intersection Related,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , 
-79.46459,43.665345,5271907,1118939,2009,"August 16, 2009",200,2,KEELE ST,DUNDAS ST W, ,Major Arterial,43.665345,-79.46459,Intersection,At Intersection,Traffic Signal,Other,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured,"Automobile, Station Wagon", , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.40769,43.656445,6188432,1188309,2010,"July 24, 2010",200,2,COLLEGE ST,BATHURST ST, ,Major Arterial,43.656445,-79.40769,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.49159,43.612645,6628080,1233671,2011,"April 26, 2011",200,2,QUEENS Aven,ALLEN Aven, ,Local,43.612645,-79.49159,Intersection, ,Stop Sign,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured,Other, , , ,Unknown,Other,"Ability Impaired, Alcohol", , , 
-79.42309,43.675545,7841612,1366140,2013,"June 27, 2013",205,2,DAVENPORT Rd,CHRISTIE St, ,Minor Arterial,43.675545,-79.42309,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal
-79.5079,43.759284,80945642,8001140010,2018,"June 23, 2018",205,2,FINCH AVE W,TOBERMORY DR, ,Major Arterial,43.759284,-79.5079,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured, , , , , , ,Inattentive, , , 
-79.41439,43.673145,5300491,1131255,2009,"October 17, 2009",207,2,BATHURST ST,DUPONT ST, ,Major Arterial,43.673145,-79.41439,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.37259,43.662045,7442758,1306017,2012,"July 23, 2012",208,2,SHERBOURNE ST,GERRARD ST E, ,Minor Arterial,43.662045,-79.37259,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Other,"Ability Impaired, Alcohol Over .80", , , 
-79.30089,43.669845,7798524,1347684,2013,"February 15, 2013",208,2,QUEEN ST E,WAVERLEY RD, ,Minor Arterial,43.669845,-79.30089,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.440212,43.658438,80774388,7000570934,2017,"April 1, 2017",208,2,MARGUERETTA ST,BLOOR  ST W,34 m South of,Local,43.658438,-79.440212,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Normal, , , 
-79.41089,43.651345,6282484,1216616,2010,"December 19, 2010",211,2,DUNDAS ST W,MANNING AVE, ,Major Arterial,43.651345,-79.41089,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,"Ability Impaired, Alcohol", , , 
-79.347926,43.659293,80238834,5000814166,2015,"May 16, 2015",211,2,755 QUEEN ST E, ,10 m North of,Minor Arterial,43.659293,-79.347926,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , 
-79.233073,43.758174,80170332,4002664969,2014,"August 9, 2014",214,2,LAWRENCE AVE E,GREENBRAE CRCT, ,Major Arterial,43.758174,-79.233073,Intersection,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.44689,43.636945,5323868,1021860,2008,"February 17, 2008",215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive, , , 
-79.44689,43.636945,5323869,1021860,2008,"February 17, 2008",215,2,1601 LAKE SHORE BLVD W, , ,Major Arterial,43.636945,-79.44689,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive, , , 
-79.45139,43.653645,5373510,1044518,2008,"June 15, 2008",215,2,DUNDAS ST W,RONCESVALLES AVE, ,Minor Arterial,43.653645,-79.45139,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,35 to 39,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist loses control and strikes cyclist.,Driving Properly,Normal
-79.395633,43.637957,80609331,7000178103,2017,"January 29, 2017",110,1,F G GARDINER XY  E,SPADINA AVE,350 m West,Expressway,43.637957,-79.395633,Mid-Block,Non Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,15 to 19,Fatal,killed, , , , ,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Other, , , 
-79.40959,43.646045,6614522,1227844,2011,"February 12, 2011",114,1,QUEEN ST W,CLAREMONT ST, ,Major Arterial,43.646045,-79.40959,Intersection, ,No Control,Snow,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.39229,43.646045,7393654,1285114,2012,"March 20, 2012",114,1,KING Stre W,PETER Stre, ,Major Arterial,43.646045,-79.39229,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive
-79.39069,43.645645,7527798,1309524,2012,"August 11, 2012",114,1,MERCER ST,JOHN ST, ,Local,43.645645,-79.39069,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.406482,43.656649,7474952,1319584,2012,"September 2, 2012",115,1,COLLEGE ST,LIPPINCOTT ST, ,Major Arterial,43.656649,-79.406482,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Overtaking, , , , , ,Motorist makes u-turn in-front of cyclist.,Driving Properly,Normal
-79.495113,43.625903,80194582,5000613755,2015,"April 14, 2015",115,1,7 INVERLEIGH DR, , ,Local,43.625903,-79.495113,Mid-Block,At/Near Private Drive,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , , ,Other, , , , 
-79.427852,43.642298,80631878,4002803863,2014,"August 30, 2014",115,1,QUEEN ST W,DUFFERIN ST,50 m East of,Major Arterial,43.642298,-79.427852,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured, ,Going Ahead, , , , , ,Insufficient information (to determine cyclist crash type).,Other,Had Been Drinking
-79.406253,43.762419,80972618,8001856890,2018,"October 8, 2018",117,1,SHEPPARD AVE E,BONNINGTON PL, ,Major Arterial,43.762419,-79.406253,Mid-Block,Non Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,30 to 34,Fatal,killed, , , , ,Pedestrian hit at mid-block,Playing or Working on Highway,Unknown, , , 
-79.45669,43.751645,6722650,1275666,2011,"November 23, 2011",118,1,WILSON HEIGHTS BLVD,SHEPPARD AVE W, ,Major Arterial,43.751645,-79.45669,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , 
-79.44309,43.677945,6148451,1171250,2010,"June 3, 2010",120,1,DUFFERIN ST,ST CLAIR AVE W, ,Major Arterial,43.677945,-79.44309,Intersection,At Intersection,Traffic Signal,Rain,Fatal,fatal,Pedestrian,pedestrian,50 to 54,Fatal,killed,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , 
-79.370693,43.671954,80171679,4002750756,2014,"August 22, 2014",122,1,BLOOR ST E,PARLIAMENT ST, ,Major Arterial,43.671954,-79.370693,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal
-79.589862,43.759535,80948655,8001179636,2018,"June 29, 2018",123,1,STEELES AVE W,KIPLING AVE, ,Major Arterial,43.759535,-79.589862,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,15 to 19,Fatal,killed, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
